-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	seattle
0	ReportID0	HasWeather	rain
0	ReportID0	HasLowTemp	20F
0	ReportID0	HasHighTemp	30F
0	ReportID0	HasDate	monday
0	seattle	IsLocationOf	ReportID0
0	rain	IsWeatherOf	ReportID0
0	20F	IsLowTempOf	ReportID0
0	30F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	seattle
0	ReportID1	HasWeather	snow
0	ReportID1	HasLowTemp	80F
0	ReportID1	HasHighTemp	100F
0	ReportID1	HasDate	tuesday
0	seattle	IsLocationOf	ReportID1
0	snow	IsWeatherOf	ReportID1
0	80F	IsLowTempOf	ReportID1
0	100F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	seattle
0	ReportID2	HasWeather	cloudy
0	ReportID2	HasLowTemp	90F
0	ReportID2	HasHighTemp	100F
0	ReportID2	HasDate	wednesday
0	seattle	IsLocationOf	ReportID2
0	cloudy	IsWeatherOf	ReportID2
0	90F	IsLowTempOf	ReportID2
0	100F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	seattle
0	ReportID3	HasWeather	stormy
0	ReportID3	HasLowTemp	90F
0	ReportID3	HasHighTemp	100F
0	ReportID3	HasDate	thursday
0	seattle	IsLocationOf	ReportID3
0	stormy	IsWeatherOf	ReportID3
0	90F	IsLowTempOf	ReportID3
0	100F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	seattle
0	ReportID4	HasWeather	stormy
0	ReportID4	HasLowTemp	60F
0	ReportID4	HasHighTemp	80F
0	ReportID4	HasDate	friday
0	seattle	IsLocationOf	ReportID4
0	stormy	IsWeatherOf	ReportID4
0	60F	IsLowTempOf	ReportID4
0	80F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	seattle
0	ReportID5	HasWeather	overcast
0	ReportID5	HasLowTemp	30F
0	ReportID5	HasHighTemp	50F
0	ReportID5	HasDate	saturday
0	seattle	IsLocationOf	ReportID5
0	overcast	IsWeatherOf	ReportID5
0	30F	IsLowTempOf	ReportID5
0	50F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	seattle
0	ReportID6	HasWeather	snow
0	ReportID6	HasLowTemp	60F
0	ReportID6	HasHighTemp	80F
0	ReportID6	HasDate	sunday
0	seattle	IsLocationOf	ReportID6
0	snow	IsWeatherOf	ReportID6
0	60F	IsLowTempOf	ReportID6
0	80F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	alhambra
1	ReportID7	HasWeather	clear skies
1	ReportID7	HasLowTemp	60F
1	ReportID7	HasHighTemp	80F
1	ReportID7	HasDate	monday
1	alhambra	IsLocationOf	ReportID7
1	clear skies	IsWeatherOf	ReportID7
1	60F	IsLowTempOf	ReportID7
1	80F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	alhambra
1	ReportID8	HasWeather	clear skies
1	ReportID8	HasLowTemp	40F
1	ReportID8	HasHighTemp	50F
1	ReportID8	HasDate	tuesday
1	alhambra	IsLocationOf	ReportID8
1	clear skies	IsWeatherOf	ReportID8
1	40F	IsLowTempOf	ReportID8
1	50F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	alhambra
1	ReportID9	HasWeather	overcast
1	ReportID9	HasLowTemp	40F
1	ReportID9	HasHighTemp	60F
1	ReportID9	HasDate	wednesday
1	alhambra	IsLocationOf	ReportID9
1	overcast	IsWeatherOf	ReportID9
1	40F	IsLowTempOf	ReportID9
1	60F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	alhambra
1	ReportID10	HasWeather	overcast
1	ReportID10	HasLowTemp	90F
1	ReportID10	HasHighTemp	100F
1	ReportID10	HasDate	thursday
1	alhambra	IsLocationOf	ReportID10
1	overcast	IsWeatherOf	ReportID10
1	90F	IsLowTempOf	ReportID10
1	100F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	alhambra
1	ReportID11	HasWeather	stormy
1	ReportID11	HasLowTemp	80F
1	ReportID11	HasHighTemp	90F
1	ReportID11	HasDate	friday
1	alhambra	IsLocationOf	ReportID11
1	stormy	IsWeatherOf	ReportID11
1	80F	IsLowTempOf	ReportID11
1	90F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	alhambra
1	ReportID12	HasWeather	overcast
1	ReportID12	HasLowTemp	50F
1	ReportID12	HasHighTemp	60F
1	ReportID12	HasDate	saturday
1	alhambra	IsLocationOf	ReportID12
1	overcast	IsWeatherOf	ReportID12
1	50F	IsLowTempOf	ReportID12
1	60F	IsHighTempOf	ReportID12
1	saturday	IsDateOf	ReportID12
1	ReportID13	HasLocation	alhambra
1	ReportID13	HasWeather	snow
1	ReportID13	HasLowTemp	40F
1	ReportID13	HasHighTemp	50F
1	ReportID13	HasDate	sunday
1	alhambra	IsLocationOf	ReportID13
1	snow	IsWeatherOf	ReportID13
1	40F	IsLowTempOf	ReportID13
1	50F	IsHighTempOf	ReportID13
1	sunday	IsDateOf	ReportID13
2	ReportID14	HasLocation	atherton
2	ReportID14	HasWeather	dew
2	ReportID14	HasLowTemp	20F
2	ReportID14	HasHighTemp	40F
2	ReportID14	HasDate	monday
2	atherton	IsLocationOf	ReportID14
2	dew	IsWeatherOf	ReportID14
2	20F	IsLowTempOf	ReportID14
2	40F	IsHighTempOf	ReportID14
2	monday	IsDateOf	ReportID14
2	ReportID15	HasLocation	atherton
2	ReportID15	HasWeather	dry
2	ReportID15	HasLowTemp	30F
2	ReportID15	HasHighTemp	50F
2	ReportID15	HasDate	tuesday
2	atherton	IsLocationOf	ReportID15
2	dry	IsWeatherOf	ReportID15
2	30F	IsLowTempOf	ReportID15
2	50F	IsHighTempOf	ReportID15
2	tuesday	IsDateOf	ReportID15
2	ReportID16	HasLocation	atherton
2	ReportID16	HasWeather	rain
2	ReportID16	HasLowTemp	80F
2	ReportID16	HasHighTemp	90F
2	ReportID16	HasDate	wednesday
2	atherton	IsLocationOf	ReportID16
2	rain	IsWeatherOf	ReportID16
2	80F	IsLowTempOf	ReportID16
2	90F	IsHighTempOf	ReportID16
2	wednesday	IsDateOf	ReportID16
2	ReportID17	HasLocation	atherton
2	ReportID17	HasWeather	stormy
2	ReportID17	HasLowTemp	20F
2	ReportID17	HasHighTemp	40F
2	ReportID17	HasDate	thursday
