-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	downtown chicago
0	ReportID0	HasWeather	misty
0	ReportID0	HasLowTemp	80F
0	ReportID0	HasHighTemp	90F
0	ReportID0	HasDate	monday
0	downtown chicago	IsLocationOf	ReportID0
0	misty	IsWeatherOf	ReportID0
0	80F	IsLowTempOf	ReportID0
0	90F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	downtown chicago
0	ReportID1	HasWeather	drizzle
0	ReportID1	HasLowTemp	20F
0	ReportID1	HasHighTemp	40F
0	ReportID1	HasDate	tuesday
0	downtown chicago	IsLocationOf	ReportID1
0	drizzle	IsWeatherOf	ReportID1
0	20F	IsLowTempOf	ReportID1
0	40F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	downtown chicago
0	ReportID2	HasWeather	humid
0	ReportID2	HasLowTemp	70F
0	ReportID2	HasHighTemp	80F
0	ReportID2	HasDate	wednesday
0	downtown chicago	IsLocationOf	ReportID2
0	humid	IsWeatherOf	ReportID2
0	70F	IsLowTempOf	ReportID2
0	80F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	downtown chicago
0	ReportID3	HasWeather	foggy
0	ReportID3	HasLowTemp	90F
0	ReportID3	HasHighTemp	100F
0	ReportID3	HasDate	thursday
0	downtown chicago	IsLocationOf	ReportID3
0	foggy	IsWeatherOf	ReportID3
0	90F	IsLowTempOf	ReportID3
0	100F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	downtown chicago
0	ReportID4	HasWeather	frost
0	ReportID4	HasLowTemp	30F
0	ReportID4	HasHighTemp	40F
0	ReportID4	HasDate	friday
0	downtown chicago	IsLocationOf	ReportID4
0	frost	IsWeatherOf	ReportID4
0	30F	IsLowTempOf	ReportID4
0	40F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	downtown chicago
0	ReportID5	HasWeather	dew
0	ReportID5	HasLowTemp	70F
0	ReportID5	HasHighTemp	90F
0	ReportID5	HasDate	saturday
0	downtown chicago	IsLocationOf	ReportID5
0	dew	IsWeatherOf	ReportID5
0	70F	IsLowTempOf	ReportID5
0	90F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	downtown chicago
0	ReportID6	HasWeather	windy
0	ReportID6	HasLowTemp	70F
0	ReportID6	HasHighTemp	80F
0	ReportID6	HasDate	sunday
0	downtown chicago	IsLocationOf	ReportID6
0	windy	IsWeatherOf	ReportID6
0	70F	IsLowTempOf	ReportID6
0	80F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	inglewood
1	ReportID7	HasWeather	humid
1	ReportID7	HasLowTemp	90F
1	ReportID7	HasHighTemp	100F
1	ReportID7	HasDate	monday
1	inglewood	IsLocationOf	ReportID7
1	humid	IsWeatherOf	ReportID7
1	90F	IsLowTempOf	ReportID7
1	100F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	inglewood
1	ReportID8	HasWeather	clear skies
1	ReportID8	HasLowTemp	20F
1	ReportID8	HasHighTemp	30F
1	ReportID8	HasDate	tuesday
1	inglewood	IsLocationOf	ReportID8
1	clear skies	IsWeatherOf	ReportID8
1	20F	IsLowTempOf	ReportID8
1	30F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	inglewood
1	ReportID9	HasWeather	hail
1	ReportID9	HasLowTemp	60F
1	ReportID9	HasHighTemp	80F
1	ReportID9	HasDate	wednesday
1	inglewood	IsLocationOf	ReportID9
1	hail	IsWeatherOf	ReportID9
1	60F	IsLowTempOf	ReportID9
1	80F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	inglewood
1	ReportID10	HasWeather	rain
1	ReportID10	HasLowTemp	80F
1	ReportID10	HasHighTemp	90F
1	ReportID10	HasDate	thursday
1	inglewood	IsLocationOf	ReportID10
1	rain	IsWeatherOf	ReportID10
1	80F	IsLowTempOf	ReportID10
1	90F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	inglewood
1	ReportID11	HasWeather	stormy
1	ReportID11	HasLowTemp	70F
1	ReportID11	HasHighTemp	80F
1	ReportID11	HasDate	friday
1	inglewood	IsLocationOf	ReportID11
1	stormy	IsWeatherOf	ReportID11
1	70F	IsLowTempOf	ReportID11
1	80F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	inglewood
1	ReportID12	HasWeather	foggy
1	ReportID12	HasLowTemp	50F
1	ReportID12	HasHighTemp	60F
1	ReportID12	HasDate	saturday
1	inglewood	IsLocationOf	ReportID12
1	foggy	IsWeatherOf	ReportID12
1	50F	IsLowTempOf	ReportID12
1	60F	IsHighTempOf	ReportID12
1	saturday	IsDateOf	ReportID12
1	ReportID13	HasLocation	inglewood
1	ReportID13	HasWeather	dry
1	ReportID13	HasLowTemp	50F
1	ReportID13	HasHighTemp	60F
1	ReportID13	HasDate	sunday
1	inglewood	IsLocationOf	ReportID13
1	dry	IsWeatherOf	ReportID13
1	50F	IsLowTempOf	ReportID13
1	60F	IsHighTempOf	ReportID13
1	sunday	IsDateOf	ReportID13
2	ReportID14	HasLocation	grand rapids
2	ReportID14	HasWeather	rain
2	ReportID14	HasLowTemp	40F
2	ReportID14	HasHighTemp	50F
2	ReportID14	HasDate	monday
2	grand rapids	IsLocationOf	ReportID14
2	rain	IsWeatherOf	ReportID14
2	40F	IsLowTempOf	ReportID14
2	50F	IsHighTempOf	ReportID14
2	monday	IsDateOf	ReportID14
2	ReportID15	HasLocation	grand rapids
2	ReportID15	HasWeather	clear skies
2	ReportID15	HasLowTemp	80F
2	ReportID15	HasHighTemp	100F
2	ReportID15	HasDate	tuesday
2	grand rapids	IsLocationOf	ReportID15
2	clear skies	IsWeatherOf	ReportID15
2	80F	IsLowTempOf	ReportID15
2	100F	IsHighTempOf	ReportID15
2	tuesday	IsDateOf	ReportID15
2	ReportID16	HasLocation	grand rapids
2	ReportID16	HasWeather	dry
2	ReportID16	HasLowTemp	40F
2	ReportID16	HasHighTemp	60F
2	ReportID16	HasDate	wednesday
2	grand rapids	IsLocationOf	ReportID16
2	dry	IsWeatherOf	ReportID16
2	40F	IsLowTempOf	ReportID16
2	60F	IsHighTempOf	ReportID16
2	wednesday	IsDateOf	ReportID16
2	ReportID17	HasLocation	grand rapids
2	ReportID17	HasWeather	overcast
2	ReportID17	HasLowTemp	50F
2	ReportID17	HasHighTemp	70F
2	ReportID17	HasDate	thursday
2	grand rapids	IsLocationOf	ReportID17
2	overcast	IsWeatherOf	ReportID17
2	50F	IsLowTempOf	ReportID17
2	70F	IsHighTempOf	ReportID17
2	thursday	IsDateOf	ReportID17
2	ReportID18	HasLocation	grand rapids
2	ReportID18	HasWeather	humid
2	ReportID18	HasLowTemp	90F
2	ReportID18	HasHighTemp	100F
2	ReportID18	HasDate	friday
2	grand rapids	IsLocationOf	ReportID18
2	humid	IsWeatherOf	ReportID18
2	90F	IsLowTempOf	ReportID18
2	100F	IsHighTempOf	ReportID18
2	friday	IsDateOf	ReportID18
2	ReportID19	HasLocation	grand rapids
2	ReportID19	HasWeather	dew
2	ReportID19	HasLowTemp	90F
2	ReportID19	HasHighTemp	100F
2	ReportID19	HasDate	saturday
2	grand rapids	IsLocationOf	ReportID19
2	dew	IsWeatherOf	ReportID19
2	90F	IsLowTempOf	ReportID19
2	100F	IsHighTempOf	ReportID19
2	saturday	IsDateOf	ReportID19
2	ReportID20	HasLocation	grand rapids
2	ReportID20	HasWeather	snow
2	ReportID20	HasLowTemp	30F
2	ReportID20	HasHighTemp	40F
2	ReportID20	HasDate	sunday
2	grand rapids	IsLocationOf	ReportID20
2	snow	IsWeatherOf	ReportID20
2	30F	IsLowTempOf	ReportID20
2	40F	IsHighTempOf	ReportID20
2	sunday	IsDateOf	ReportID20
3	ReportID21	HasLocation	oakland
3	ReportID21	HasWeather	cloudy
3	ReportID21	HasLowTemp	70F
3	ReportID21	HasHighTemp	90F
3	ReportID21	HasDate	monday
3	oakland	IsLocationOf	ReportID21
3	cloudy	IsWeatherOf	ReportID21
3	70F	IsLowTempOf	ReportID21
3	90F	IsHighTempOf	ReportID21
3	monday	IsDateOf	ReportID21
3	ReportID22	HasLocation	oakland
3	ReportID22	HasWeather	misty
3	ReportID22	HasLowTemp	20F
3	ReportID22	HasHighTemp	30F
3	ReportID22	HasDate	tuesday
3	oakland	IsLocationOf	ReportID22
3	misty	IsWeatherOf	ReportID22
3	20F	IsLowTempOf	ReportID22
3	30F	IsHighTempOf	ReportID22
3	tuesday	IsDateOf	ReportID22
3	ReportID23	HasLocation	oakland
3	ReportID23	HasWeather	dry
3	ReportID23	HasLowTemp	90F
3	ReportID23	HasHighTemp	100F
3	ReportID23	HasDate	wednesday
3	oakland	IsLocationOf	ReportID23
3	dry	IsWeatherOf	ReportID23
3	90F	IsLowTempOf	ReportID23
3	100F	IsHighTempOf	ReportID23
3	wednesday	IsDateOf	ReportID23
3	ReportID24	HasLocation	oakland
3	ReportID24	HasWeather	snow
3	ReportID24	HasLowTemp	90F
3	ReportID24	HasHighTemp	100F
3	ReportID24	HasDate	thursday
3	oakland	IsLocationOf	ReportID24
3	snow	IsWeatherOf	ReportID24
3	90F	IsLowTempOf	ReportID24
3	100F	IsHighTempOf	ReportID24
3	thursday	IsDateOf	ReportID24
3	ReportID25	HasLocation	oakland
3	ReportID25	HasWeather	dew
3	ReportID25	HasLowTemp	30F
3	ReportID25	HasHighTemp	40F
3	ReportID25	HasDate	friday
3	oakland	IsLocationOf	ReportID25
3	dew	IsWeatherOf	ReportID25
