-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	inglewood
0	ReportID0	HasWeather	misty
0	ReportID0	HasLowTemp	70F
0	ReportID0	HasHighTemp	90F
0	ReportID0	HasDate	monday
0	inglewood	IsLocationOf	ReportID0
0	misty	IsWeatherOf	ReportID0
0	70F	IsLowTempOf	ReportID0
0	90F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	inglewood
0	ReportID1	HasWeather	foggy
0	ReportID1	HasLowTemp	50F
0	ReportID1	HasHighTemp	60F
0	ReportID1	HasDate	tuesday
0	inglewood	IsLocationOf	ReportID1
0	foggy	IsWeatherOf	ReportID1
0	50F	IsLowTempOf	ReportID1
0	60F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	inglewood
0	ReportID2	HasWeather	dew
0	ReportID2	HasLowTemp	30F
0	ReportID2	HasHighTemp	50F
0	ReportID2	HasDate	wednesday
0	inglewood	IsLocationOf	ReportID2
0	dew	IsWeatherOf	ReportID2
0	30F	IsLowTempOf	ReportID2
0	50F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	inglewood
0	ReportID3	HasWeather	blizzard
0	ReportID3	HasLowTemp	20F
0	ReportID3	HasHighTemp	40F
0	ReportID3	HasDate	thursday
0	inglewood	IsLocationOf	ReportID3
0	blizzard	IsWeatherOf	ReportID3
0	20F	IsLowTempOf	ReportID3
0	40F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	inglewood
0	ReportID4	HasWeather	hail
0	ReportID4	HasLowTemp	80F
0	ReportID4	HasHighTemp	100F
0	ReportID4	HasDate	friday
0	inglewood	IsLocationOf	ReportID4
0	hail	IsWeatherOf	ReportID4
0	80F	IsLowTempOf	ReportID4
0	100F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	inglewood
0	ReportID5	HasWeather	rain
0	ReportID5	HasLowTemp	20F
0	ReportID5	HasHighTemp	40F
0	ReportID5	HasDate	saturday
0	inglewood	IsLocationOf	ReportID5
0	rain	IsWeatherOf	ReportID5
0	20F	IsLowTempOf	ReportID5
0	40F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	inglewood
0	ReportID6	HasWeather	warm
0	ReportID6	HasLowTemp	70F
0	ReportID6	HasHighTemp	90F
0	ReportID6	HasDate	sunday
0	inglewood	IsLocationOf	ReportID6
0	warm	IsWeatherOf	ReportID6
0	70F	IsLowTempOf	ReportID6
0	90F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	oakland
1	ReportID7	HasWeather	drizzle
1	ReportID7	HasLowTemp	90F
1	ReportID7	HasHighTemp	100F
1	ReportID7	HasDate	monday
1	oakland	IsLocationOf	ReportID7
1	drizzle	IsWeatherOf	ReportID7
1	90F	IsLowTempOf	ReportID7
1	100F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	oakland
1	ReportID8	HasWeather	cloudy
1	ReportID8	HasLowTemp	40F
1	ReportID8	HasHighTemp	50F
1	ReportID8	HasDate	tuesday
1	oakland	IsLocationOf	ReportID8
1	cloudy	IsWeatherOf	ReportID8
1	40F	IsLowTempOf	ReportID8
1	50F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	oakland
1	ReportID9	HasWeather	warm
1	ReportID9	HasLowTemp	70F
1	ReportID9	HasHighTemp	90F
1	ReportID9	HasDate	wednesday
1	oakland	IsLocationOf	ReportID9
1	warm	IsWeatherOf	ReportID9
1	70F	IsLowTempOf	ReportID9
1	90F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	oakland
1	ReportID10	HasWeather	clear skies
1	ReportID10	HasLowTemp	60F
1	ReportID10	HasHighTemp	70F
1	ReportID10	HasDate	thursday
1	oakland	IsLocationOf	ReportID10
1	clear skies	IsWeatherOf	ReportID10
1	60F	IsLowTempOf	ReportID10
1	70F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	oakland
1	ReportID11	HasWeather	windy
1	ReportID11	HasLowTemp	30F
1	ReportID11	HasHighTemp	50F
1	ReportID11	HasDate	friday
1	oakland	IsLocationOf	ReportID11
1	windy	IsWeatherOf	ReportID11
1	30F	IsLowTempOf	ReportID11
1	50F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	oakland
1	ReportID12	HasWeather	rain
1	ReportID12	HasLowTemp	70F
1	ReportID12	HasHighTemp	80F
1	ReportID12	HasDate	saturday
1	oakland	IsLocationOf	ReportID12
1	rain	IsWeatherOf	ReportID12
1	70F	IsLowTempOf	ReportID12
1	80F	IsHighTempOf	ReportID12
1	saturday	IsDateOf	ReportID12
1	ReportID13	HasLocation	oakland
1	ReportID13	HasWeather	snow
1	ReportID13	HasLowTemp	20F
1	ReportID13	HasHighTemp	40F
1	ReportID13	HasDate	sunday
1	oakland	IsLocationOf	ReportID13
1	snow	IsWeatherOf	ReportID13
1	20F	IsLowTempOf	ReportID13
1	40F	IsHighTempOf	ReportID13
1	sunday	IsDateOf	ReportID13
2	ReportID14	HasLocation	atherton
2	ReportID14	HasWeather	overcast
2	ReportID14	HasLowTemp	30F
2	ReportID14	HasHighTemp	40F
2	ReportID14	HasDate	monday
2	atherton	IsLocationOf	ReportID14
2	overcast	IsWeatherOf	ReportID14
2	30F	IsLowTempOf	ReportID14
2	40F	IsHighTempOf	ReportID14
2	monday	IsDateOf	ReportID14
2	ReportID15	HasLocation	atherton
2	ReportID15	HasWeather	dry
2	ReportID15	HasLowTemp	40F
2	ReportID15	HasHighTemp	60F
2	ReportID15	HasDate	tuesday
2	atherton	IsLocationOf	ReportID15
2	dry	IsWeatherOf	ReportID15
2	40F	IsLowTempOf	ReportID15
2	60F	IsHighTempOf	ReportID15
2	tuesday	IsDateOf	ReportID15
2	ReportID16	HasLocation	atherton
2	ReportID16	HasWeather	drizzle
2	ReportID16	HasLowTemp	30F
2	ReportID16	HasHighTemp	50F
2	ReportID16	HasDate	wednesday
2	atherton	IsLocationOf	ReportID16
2	drizzle	IsWeatherOf	ReportID16
2	30F	IsLowTempOf	ReportID16
2	50F	IsHighTempOf	ReportID16
2	wednesday	IsDateOf	ReportID16
2	ReportID17	HasLocation	atherton
2	ReportID17	HasWeather	misty
2	ReportID17	HasLowTemp	50F
2	ReportID17	HasHighTemp	60F
2	ReportID17	HasDate	thursday
2	atherton	IsLocationOf	ReportID17
2	misty	IsWeatherOf	ReportID17
2	50F	IsLowTempOf	ReportID17
2	60F	IsHighTempOf	ReportID17
2	thursday	IsDateOf	ReportID17
2	ReportID18	HasLocation	atherton
2	ReportID18	HasWeather	blizzard
2	ReportID18	HasLowTemp	30F
2	ReportID18	HasHighTemp	50F
2	ReportID18	HasDate	friday
2	atherton	IsLocationOf	ReportID18
2	blizzard	IsWeatherOf	ReportID18
2	30F	IsLowTempOf	ReportID18
2	50F	IsHighTempOf	ReportID18
2	friday	IsDateOf	ReportID18
2	ReportID19	HasLocation	atherton
2	ReportID19	HasWeather	warm
2	ReportID19	HasLowTemp	80F
2	ReportID19	HasHighTemp	90F
2	ReportID19	HasDate	saturday
2	atherton	IsLocationOf	ReportID19
2	warm	IsWeatherOf	ReportID19
2	80F	IsLowTempOf	ReportID19
2	90F	IsHighTempOf	ReportID19
2	saturday	IsDateOf	ReportID19
2	ReportID20	HasLocation	atherton
2	ReportID20	HasWeather	frost
2	ReportID20	HasLowTemp	20F
2	ReportID20	HasHighTemp	30F
2	ReportID20	HasDate	sunday
2	atherton	IsLocationOf	ReportID20
2	frost	IsWeatherOf	ReportID20
2	20F	IsLowTempOf	ReportID20
2	30F	IsHighTempOf	ReportID20
2	sunday	IsDateOf	ReportID20
3	ReportID21	HasLocation	san jose
