-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	mountain view
0	ReportID0	HasWeather	clear skies
0	ReportID0	HasLowTemp	80F
0	ReportID0	HasHighTemp	100F
0	ReportID0	HasDate	monday
0	mountain view	IsLocationOf	ReportID0
0	clear skies	IsWeatherOf	ReportID0
0	80F	IsLowTempOf	ReportID0
0	100F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	mountain view
0	ReportID1	HasWeather	hot
0	ReportID1	HasLowTemp	50F
0	ReportID1	HasHighTemp	70F
0	ReportID1	HasDate	tuesday
0	mountain view	IsLocationOf	ReportID1
0	hot	IsWeatherOf	ReportID1
0	50F	IsLowTempOf	ReportID1
0	70F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	mountain view
0	ReportID2	HasWeather	warm
0	ReportID2	HasLowTemp	70F
0	ReportID2	HasHighTemp	80F
0	ReportID2	HasDate	wednesday
0	mountain view	IsLocationOf	ReportID2
0	warm	IsWeatherOf	ReportID2
0	70F	IsLowTempOf	ReportID2
0	80F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	mountain view
0	ReportID3	HasWeather	hail
0	ReportID3	HasLowTemp	70F
0	ReportID3	HasHighTemp	80F
0	ReportID3	HasDate	thursday
0	mountain view	IsLocationOf	ReportID3
0	hail	IsWeatherOf	ReportID3
0	70F	IsLowTempOf	ReportID3
0	80F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	mountain view
0	ReportID4	HasWeather	stormy
0	ReportID4	HasLowTemp	80F
0	ReportID4	HasHighTemp	90F
0	ReportID4	HasDate	friday
0	mountain view	IsLocationOf	ReportID4
0	stormy	IsWeatherOf	ReportID4
0	80F	IsLowTempOf	ReportID4
0	90F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	mountain view
0	ReportID5	HasWeather	clear skies
0	ReportID5	HasLowTemp	80F
0	ReportID5	HasHighTemp	90F
0	ReportID5	HasDate	saturday
0	mountain view	IsLocationOf	ReportID5
0	clear skies	IsWeatherOf	ReportID5
0	80F	IsLowTempOf	ReportID5
0	90F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	mountain view
0	ReportID6	HasWeather	windy
0	ReportID6	HasLowTemp	30F
0	ReportID6	HasHighTemp	40F
0	ReportID6	HasDate	sunday
0	mountain view	IsLocationOf	ReportID6
0	windy	IsWeatherOf	ReportID6
0	30F	IsLowTempOf	ReportID6
0	40F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	san jose
1	ReportID7	HasWeather	stormy
1	ReportID7	HasLowTemp	90F
1	ReportID7	HasHighTemp	100F
1	ReportID7	HasDate	monday
1	san jose	IsLocationOf	ReportID7
1	stormy	IsWeatherOf	ReportID7
1	90F	IsLowTempOf	ReportID7
1	100F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	san jose
1	ReportID8	HasWeather	humid
1	ReportID8	HasLowTemp	80F
