-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	san francisco
0	ReportID0	HasWeather	hail
0	ReportID0	HasLowTemp	40F
0	ReportID0	HasHighTemp	60F
0	ReportID0	HasDate	monday
0	san francisco	IsLocationOf	ReportID0
0	hail	IsWeatherOf	ReportID0
0	40F	IsLowTempOf	ReportID0
0	60F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	san francisco
0	ReportID1	HasWeather	stormy
0	ReportID1	HasLowTemp	30F
0	ReportID1	HasHighTemp	50F
0	ReportID1	HasDate	tuesday
0	san francisco	IsLocationOf	ReportID1
0	stormy	IsWeatherOf	ReportID1
0	30F	IsLowTempOf	ReportID1
0	50F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	san francisco
0	ReportID2	HasWeather	overcast
0	ReportID2	HasLowTemp	60F
0	ReportID2	HasHighTemp	70F
0	ReportID2	HasDate	wednesday
0	san francisco	IsLocationOf	ReportID2
0	overcast	IsWeatherOf	ReportID2
0	60F	IsLowTempOf	ReportID2
0	70F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	san francisco
0	ReportID3	HasWeather	rain
0	ReportID3	HasLowTemp	20F
0	ReportID3	HasHighTemp	40F
0	ReportID3	HasDate	thursday
0	san francisco	IsLocationOf	ReportID3
0	rain	IsWeatherOf	ReportID3
0	20F	IsLowTempOf	ReportID3
0	40F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	san francisco
0	ReportID4	HasWeather	foggy
0	ReportID4	HasLowTemp	70F
0	ReportID4	HasHighTemp	90F
0	ReportID4	HasDate	friday
0	san francisco	IsLocationOf	ReportID4
0	foggy	IsWeatherOf	ReportID4
0	70F	IsLowTempOf	ReportID4
0	90F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	san francisco
0	ReportID5	HasWeather	cloudy
0	ReportID5	HasLowTemp	50F
0	ReportID5	HasHighTemp	70F
0	ReportID5	HasDate	saturday
0	san francisco	IsLocationOf	ReportID5
0	cloudy	IsWeatherOf	ReportID5
0	50F	IsLowTempOf	ReportID5
0	70F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	san francisco
0	ReportID6	HasWeather	drizzle
0	ReportID6	HasLowTemp	90F
0	ReportID6	HasHighTemp	100F
0	ReportID6	HasDate	sunday
0	san francisco	IsLocationOf	ReportID6
0	drizzle	IsWeatherOf	ReportID6
0	90F	IsLowTempOf	ReportID6
0	100F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	mountain view
1	ReportID7	HasWeather	snow
1	ReportID7	HasLowTemp	90F
1	ReportID7	HasHighTemp	100F
1	ReportID7	HasDate	monday
1	mountain view	IsLocationOf	ReportID7
1	snow	IsWeatherOf	ReportID7
1	90F	IsLowTempOf	ReportID7
1	100F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	mountain view
1	ReportID8	HasWeather	dew
1	ReportID8	HasLowTemp	60F
1	ReportID8	HasHighTemp	70F
1	ReportID8	HasDate	tuesday
1	mountain view	IsLocationOf	ReportID8
1	dew	IsWeatherOf	ReportID8
1	60F	IsLowTempOf	ReportID8
1	70F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	mountain view
1	ReportID9	HasWeather	hail
1	ReportID9	HasLowTemp	50F
1	ReportID9	HasHighTemp	70F
1	ReportID9	HasDate	wednesday
1	mountain view	IsLocationOf	ReportID9
1	hail	IsWeatherOf	ReportID9
1	50F	IsLowTempOf	ReportID9
1	70F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	mountain view
1	ReportID10	HasWeather	misty
1	ReportID10	HasLowTemp	70F
1	ReportID10	HasHighTemp	80F
1	ReportID10	HasDate	thursday
1	mountain view	IsLocationOf	ReportID10
1	misty	IsWeatherOf	ReportID10
1	70F	IsLowTempOf	ReportID10
1	80F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	mountain view
1	ReportID11	HasWeather	dry
1	ReportID11	HasLowTemp	30F
1	ReportID11	HasHighTemp	50F
1	ReportID11	HasDate	friday
1	mountain view	IsLocationOf	ReportID11
1	dry	IsWeatherOf	ReportID11
1	30F	IsLowTempOf	ReportID11
1	50F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	mountain view
1	ReportID12	HasWeather	blizzard
1	ReportID12	HasLowTemp	20F
1	ReportID12	HasHighTemp	30F
1	ReportID12	HasDate	saturday
1	mountain view	IsLocationOf	ReportID12
1	blizzard	IsWeatherOf	ReportID12
1	20F	IsLowTempOf	ReportID12
1	30F	IsHighTempOf	ReportID12
1	saturday	IsDateOf	ReportID12
1	ReportID13	HasLocation	mountain view
1	ReportID13	HasWeather	warm
1	ReportID13	HasLowTemp	70F
1	ReportID13	HasHighTemp	80F
1	ReportID13	HasDate	sunday
1	mountain view	IsLocationOf	ReportID13
1	warm	IsWeatherOf	ReportID13
1	70F	IsLowTempOf	ReportID13
1	80F	IsHighTempOf	ReportID13
1	sunday	IsDateOf	ReportID13
2	ReportID14	HasLocation	durham
2	ReportID14	HasWeather	dry
2	ReportID14	HasLowTemp	70F
2	ReportID14	HasHighTemp	90F
2	ReportID14	HasDate	monday
2	durham	IsLocationOf	ReportID14
2	dry	IsWeatherOf	ReportID14
2	70F	IsLowTempOf	ReportID14
2	90F	IsHighTempOf	ReportID14
2	monday	IsDateOf	ReportID14
2	ReportID15	HasLocation	durham
2	ReportID15	HasWeather	rain
2	ReportID15	HasLowTemp	90F
2	ReportID15	HasHighTemp	100F
2	ReportID15	HasDate	tuesday
2	durham	IsLocationOf	ReportID15
2	rain	IsWeatherOf	ReportID15
2	90F	IsLowTempOf	ReportID15
2	100F	IsHighTempOf	ReportID15
2	tuesday	IsDateOf	ReportID15
2	ReportID16	HasLocation	durham
2	ReportID16	HasWeather	windy
2	ReportID16	HasLowTemp	60F
2	ReportID16	HasHighTemp	70F
2	ReportID16	HasDate	wednesday
2	durham	IsLocationOf	ReportID16
2	windy	IsWeatherOf	ReportID16
2	60F	IsLowTempOf	ReportID16
2	70F	IsHighTempOf	ReportID16
2	wednesday	IsDateOf	ReportID16
2	ReportID17	HasLocation	durham
