-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	inglewood
0	ReportID0	HasWeather	rain
0	ReportID0	HasLowTemp	70F
0	ReportID0	HasHighTemp	80F
0	ReportID0	HasDate	monday
0	inglewood	IsLocationOf	ReportID0
0	rain	IsWeatherOf	ReportID0
0	70F	IsLowTempOf	ReportID0
0	80F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	inglewood
0	ReportID1	HasWeather	cloudy
0	ReportID1	HasLowTemp	30F
0	ReportID1	HasHighTemp	50F
0	ReportID1	HasDate	tuesday
0	inglewood	IsLocationOf	ReportID1
0	cloudy	IsWeatherOf	ReportID1
0	30F	IsLowTempOf	ReportID1
0	50F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	inglewood
0	ReportID2	HasWeather	snow
0	ReportID2	HasLowTemp	50F
0	ReportID2	HasHighTemp	60F
0	ReportID2	HasDate	wednesday
0	inglewood	IsLocationOf	ReportID2
0	snow	IsWeatherOf	ReportID2
0	50F	IsLowTempOf	ReportID2
0	60F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	inglewood
0	ReportID3	HasWeather	overcast
0	ReportID3	HasLowTemp	60F
0	ReportID3	HasHighTemp	70F
0	ReportID3	HasDate	thursday
0	inglewood	IsLocationOf	ReportID3
0	overcast	IsWeatherOf	ReportID3
0	60F	IsLowTempOf	ReportID3
0	70F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	inglewood
0	ReportID4	HasWeather	frost
0	ReportID4	HasLowTemp	30F
0	ReportID4	HasHighTemp	40F
0	ReportID4	HasDate	friday
0	inglewood	IsLocationOf	ReportID4
0	frost	IsWeatherOf	ReportID4
0	30F	IsLowTempOf	ReportID4
0	40F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	inglewood
0	ReportID5	HasWeather	rain
0	ReportID5	HasLowTemp	60F
0	ReportID5	HasHighTemp	70F
0	ReportID5	HasDate	saturday
0	inglewood	IsLocationOf	ReportID5
0	rain	IsWeatherOf	ReportID5
0	60F	IsLowTempOf	ReportID5
0	70F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	inglewood
0	ReportID6	HasWeather	frost
0	ReportID6	HasLowTemp	40F
0	ReportID6	HasHighTemp	50F
0	ReportID6	HasDate	sunday
0	inglewood	IsLocationOf	ReportID6
0	frost	IsWeatherOf	ReportID6
0	40F	IsLowTempOf	ReportID6
0	50F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	boston
1	ReportID7	HasWeather	drizzle
1	ReportID7	HasLowTemp	20F
1	ReportID7	HasHighTemp	30F
1	ReportID7	HasDate	monday
1	boston	IsLocationOf	ReportID7
1	drizzle	IsWeatherOf	ReportID7
1	20F	IsLowTempOf	ReportID7
1	30F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	boston
1	ReportID8	HasWeather	overcast
1	ReportID8	HasLowTemp	50F
1	ReportID8	HasHighTemp	60F
1	ReportID8	HasDate	tuesday
1	boston	IsLocationOf	ReportID8
1	overcast	IsWeatherOf	ReportID8
1	50F	IsLowTempOf	ReportID8
1	60F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	boston
1	ReportID9	HasWeather	cloudy
1	ReportID9	HasLowTemp	30F
1	ReportID9	HasHighTemp	40F
1	ReportID9	HasDate	wednesday
1	boston	IsLocationOf	ReportID9
1	cloudy	IsWeatherOf	ReportID9
1	30F	IsLowTempOf	ReportID9
1	40F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	boston
1	ReportID10	HasWeather	foggy
1	ReportID10	HasLowTemp	40F
1	ReportID10	HasHighTemp	60F
1	ReportID10	HasDate	thursday
1	boston	IsLocationOf	ReportID10
1	foggy	IsWeatherOf	ReportID10
1	40F	IsLowTempOf	ReportID10
1	60F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	boston
1	ReportID11	HasWeather	hail
1	ReportID11	HasLowTemp	30F
1	ReportID11	HasHighTemp	50F
1	ReportID11	HasDate	friday
1	boston	IsLocationOf	ReportID11
1	hail	IsWeatherOf	ReportID11
1	30F	IsLowTempOf	ReportID11
1	50F	IsHighTempOf	ReportID11
