-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	los angeles
0	ReportID0	HasWeather	rain
0	ReportID0	HasLowTemp	30F
0	ReportID0	HasHighTemp	50F
0	ReportID0	HasDate	monday
0	los angeles	IsLocationOf	ReportID0
0	rain	IsWeatherOf	ReportID0
0	30F	IsLowTempOf	ReportID0
0	50F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	los angeles
0	ReportID1	HasWeather	overcast
0	ReportID1	HasLowTemp	70F
0	ReportID1	HasHighTemp	80F
0	ReportID1	HasDate	tuesday
0	los angeles	IsLocationOf	ReportID1
0	overcast	IsWeatherOf	ReportID1
0	70F	IsLowTempOf	ReportID1
0	80F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	los angeles
0	ReportID2	HasWeather	dew
0	ReportID2	HasLowTemp	70F
0	ReportID2	HasHighTemp	90F
0	ReportID2	HasDate	wednesday
0	los angeles	IsLocationOf	ReportID2
0	dew	IsWeatherOf	ReportID2
0	70F	IsLowTempOf	ReportID2
0	90F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	los angeles
0	ReportID3	HasWeather	overcast
0	ReportID3	HasLowTemp	60F
0	ReportID3	HasHighTemp	80F
0	ReportID3	HasDate	thursday
0	los angeles	IsLocationOf	ReportID3
0	overcast	IsWeatherOf	ReportID3
0	60F	IsLowTempOf	ReportID3
0	80F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	los angeles
0	ReportID4	HasWeather	overcast
0	ReportID4	HasLowTemp	20F
0	ReportID4	HasHighTemp	30F
0	ReportID4	HasDate	friday
0	los angeles	IsLocationOf	ReportID4
0	overcast	IsWeatherOf	ReportID4
0	20F	IsLowTempOf	ReportID4
0	30F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	los angeles
0	ReportID5	HasWeather	blizzard
0	ReportID5	HasLowTemp	50F
0	ReportID5	HasHighTemp	60F
0	ReportID5	HasDate	saturday
0	los angeles	IsLocationOf	ReportID5
0	blizzard	IsWeatherOf	ReportID5
0	50F	IsLowTempOf	ReportID5
0	60F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	los angeles
0	ReportID6	HasWeather	dry
0	ReportID6	HasLowTemp	30F
0	ReportID6	HasHighTemp	40F
0	ReportID6	HasDate	sunday
0	los angeles	IsLocationOf	ReportID6
0	dry	IsWeatherOf	ReportID6
0	30F	IsLowTempOf	ReportID6
0	40F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	durham
1	ReportID7	HasWeather	rain
1	ReportID7	HasLowTemp	40F
1	ReportID7	HasHighTemp	60F
1	ReportID7	HasDate	monday
1	durham	IsLocationOf	ReportID7
1	rain	IsWeatherOf	ReportID7
1	40F	IsLowTempOf	ReportID7
1	60F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	durham
1	ReportID8	HasWeather	misty
1	ReportID8	HasLowTemp	30F
1	ReportID8	HasHighTemp	40F
1	ReportID8	HasDate	tuesday
1	durham	IsLocationOf	ReportID8
1	misty	IsWeatherOf	ReportID8
1	30F	IsLowTempOf	ReportID8
1	40F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	durham
1	ReportID9	HasWeather	rain
1	ReportID9	HasLowTemp	60F
1	ReportID9	HasHighTemp	80F
1	ReportID9	HasDate	wednesday
1	durham	IsLocationOf	ReportID9
1	rain	IsWeatherOf	ReportID9
1	60F	IsLowTempOf	ReportID9
1	80F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	durham
1	ReportID10	HasWeather	hot
1	ReportID10	HasLowTemp	70F
1	ReportID10	HasHighTemp	80F
1	ReportID10	HasDate	thursday
1	durham	IsLocationOf	ReportID10
1	hot	IsWeatherOf	ReportID10
1	70F	IsLowTempOf	ReportID10
1	80F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	durham
1	ReportID11	HasWeather	dew
1	ReportID11	HasLowTemp	30F
1	ReportID11	HasHighTemp	40F
1	ReportID11	HasDate	friday
1	durham	IsLocationOf	ReportID11
1	dew	IsWeatherOf	ReportID11
1	30F	IsLowTempOf	ReportID11
1	40F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	durham
1	ReportID12	HasWeather	rain
1	ReportID12	HasLowTemp	20F
1	ReportID12	HasHighTemp	30F
1	ReportID12	HasDate	saturday
1	durham	IsLocationOf	ReportID12
1	rain	IsWeatherOf	ReportID12
1	20F	IsLowTempOf	ReportID12
1	30F	IsHighTempOf	ReportID12
1	saturday	IsDateOf	ReportID12
1	ReportID13	HasLocation	durham
1	ReportID13	HasWeather	cloudy
1	ReportID13	HasLowTemp	20F
1	ReportID13	HasHighTemp	30F
1	ReportID13	HasDate	sunday
1	durham	IsLocationOf	ReportID13
1	cloudy	IsWeatherOf	ReportID13
1	20F	IsLowTempOf	ReportID13
1	30F	IsHighTempOf	ReportID13
1	sunday	IsDateOf	ReportID13
2	ReportID14	HasLocation	san mateo
2	ReportID14	HasWeather	cloudy
2	ReportID14	HasLowTemp	40F
2	ReportID14	HasHighTemp	50F
2	ReportID14	HasDate	monday
2	san mateo	IsLocationOf	ReportID14
2	cloudy	IsWeatherOf	ReportID14
2	40F	IsLowTempOf	ReportID14
2	50F	IsHighTempOf	ReportID14
2	monday	IsDateOf	ReportID14
2	ReportID15	HasLocation	san mateo
2	ReportID15	HasWeather	humid
2	ReportID15	HasLowTemp	50F
2	ReportID15	HasHighTemp	70F
2	ReportID15	HasDate	tuesday
2	san mateo	IsLocationOf	ReportID15
2	humid	IsWeatherOf	ReportID15
2	50F	IsLowTempOf	ReportID15
2	70F	IsHighTempOf	ReportID15
2	tuesday	IsDateOf	ReportID15
2	ReportID16	HasLocation	san mateo
2	ReportID16	HasWeather	overcast
2	ReportID16	HasLowTemp	90F
2	ReportID16	HasHighTemp	100F
2	ReportID16	HasDate	wednesday
