-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	fresno
0	ReportID0	HasWeather	stormy
0	ReportID0	HasLowTemp	60F
0	ReportID0	HasHighTemp	80F
0	ReportID0	HasDate	monday
0	fresno	IsLocationOf	ReportID0
0	stormy	IsWeatherOf	ReportID0
0	60F	IsLowTempOf	ReportID0
0	80F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	fresno
0	ReportID1	HasWeather	misty
0	ReportID1	HasLowTemp	30F
0	ReportID1	HasHighTemp	50F
0	ReportID1	HasDate	tuesday
0	fresno	IsLocationOf	ReportID1
0	misty	IsWeatherOf	ReportID1
0	30F	IsLowTempOf	ReportID1
0	50F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	fresno
0	ReportID2	HasWeather	rain
0	ReportID2	HasLowTemp	40F
0	ReportID2	HasHighTemp	60F
0	ReportID2	HasDate	wednesday
0	fresno	IsLocationOf	ReportID2
0	rain	IsWeatherOf	ReportID2
0	40F	IsLowTempOf	ReportID2
0	60F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	fresno
0	ReportID3	HasWeather	foggy
0	ReportID3	HasLowTemp	90F
0	ReportID3	HasHighTemp	100F
0	ReportID3	HasDate	thursday
0	fresno	IsLocationOf	ReportID3
0	foggy	IsWeatherOf	ReportID3
0	90F	IsLowTempOf	ReportID3
0	100F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	fresno
0	ReportID4	HasWeather	overcast
0	ReportID4	HasLowTemp	90F
0	ReportID4	HasHighTemp	100F
0	ReportID4	HasDate	friday
0	fresno	IsLocationOf	ReportID4
0	overcast	IsWeatherOf	ReportID4
0	90F	IsLowTempOf	ReportID4
0	100F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	fresno
0	ReportID5	HasWeather	rain
0	ReportID5	HasLowTemp	40F
0	ReportID5	HasHighTemp	60F
0	ReportID5	HasDate	saturday
0	fresno	IsLocationOf	ReportID5
0	rain	IsWeatherOf	ReportID5
0	40F	IsLowTempOf	ReportID5
0	60F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	fresno
0	ReportID6	HasWeather	snow
0	ReportID6	HasLowTemp	80F
0	ReportID6	HasHighTemp	100F
0	ReportID6	HasDate	sunday
0	fresno	IsLocationOf	ReportID6
0	snow	IsWeatherOf	ReportID6
0	80F	IsLowTempOf	ReportID6
0	100F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	mountain view
1	ReportID7	HasWeather	warm
1	ReportID7	HasLowTemp	90F
1	ReportID7	HasHighTemp	100F
1	ReportID7	HasDate	monday
1	mountain view	IsLocationOf	ReportID7
1	warm	IsWeatherOf	ReportID7
1	90F	IsLowTempOf	ReportID7
1	100F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	mountain view
1	ReportID8	HasWeather	misty
1	ReportID8	HasLowTemp	30F
1	ReportID8	HasHighTemp	40F
1	ReportID8	HasDate	tuesday
1	mountain view	IsLocationOf	ReportID8
1	misty	IsWeatherOf	ReportID8
1	30F	IsLowTempOf	ReportID8
1	40F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	mountain view
1	ReportID9	HasWeather	rain
1	ReportID9	HasLowTemp	90F
1	ReportID9	HasHighTemp	100F
1	ReportID9	HasDate	wednesday
1	mountain view	IsLocationOf	ReportID9
1	rain	IsWeatherOf	ReportID9
1	90F	IsLowTempOf	ReportID9
1	100F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	mountain view
1	ReportID10	HasWeather	stormy
1	ReportID10	HasLowTemp	50F
1	ReportID10	HasHighTemp	60F
1	ReportID10	HasDate	thursday
1	mountain view	IsLocationOf	ReportID10
1	stormy	IsWeatherOf	ReportID10
1	50F	IsLowTempOf	ReportID10
1	60F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	mountain view
1	ReportID11	HasWeather	dry
1	ReportID11	HasLowTemp	50F
1	ReportID11	HasHighTemp	60F
1	ReportID11	HasDate	friday
1	mountain view	IsLocationOf	ReportID11
1	dry	IsWeatherOf	ReportID11
1	50F	IsLowTempOf	ReportID11
1	60F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	mountain view
1	ReportID12	HasWeather	clear skies
1	ReportID12	HasLowTemp	70F
1	ReportID12	HasHighTemp	80F
1	ReportID12	HasDate	saturday
1	mountain view	IsLocationOf	ReportID12
1	clear skies	IsWeatherOf	ReportID12
1	70F	IsLowTempOf	ReportID12
1	80F	IsHighTempOf	ReportID12
1	saturday	IsDateOf	ReportID12
