-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	durham
0	ReportID0	HasWeather	overcast
0	ReportID0	HasLowTemp	40F
0	ReportID0	HasHighTemp	60F
0	ReportID0	HasDate	monday
0	durham	IsLocationOf	ReportID0
0	overcast	IsWeatherOf	ReportID0
0	40F	IsLowTempOf	ReportID0
0	60F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	durham
0	ReportID1	HasWeather	frost
0	ReportID1	HasLowTemp	40F
0	ReportID1	HasHighTemp	60F
0	ReportID1	HasDate	tuesday
0	durham	IsLocationOf	ReportID1
0	frost	IsWeatherOf	ReportID1
0	40F	IsLowTempOf	ReportID1
0	60F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	durham
0	ReportID2	HasWeather	drizzle
0	ReportID2	HasLowTemp	80F
0	ReportID2	HasHighTemp	100F
0	ReportID2	HasDate	wednesday
0	durham	IsLocationOf	ReportID2
0	drizzle	IsWeatherOf	ReportID2
0	80F	IsLowTempOf	ReportID2
0	100F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	durham
0	ReportID3	HasWeather	stormy
0	ReportID3	HasLowTemp	60F
0	ReportID3	HasHighTemp	80F
0	ReportID3	HasDate	thursday
0	durham	IsLocationOf	ReportID3
0	stormy	IsWeatherOf	ReportID3
0	60F	IsLowTempOf	ReportID3
0	80F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	durham
0	ReportID4	HasWeather	rain
0	ReportID4	HasLowTemp	80F
0	ReportID4	HasHighTemp	90F
0	ReportID4	HasDate	friday
0	durham	IsLocationOf	ReportID4
0	rain	IsWeatherOf	ReportID4
0	80F	IsLowTempOf	ReportID4
0	90F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	durham
0	ReportID5	HasWeather	rain
0	ReportID5	HasLowTemp	40F
0	ReportID5	HasHighTemp	50F
0	ReportID5	HasDate	saturday
0	durham	IsLocationOf	ReportID5
0	rain	IsWeatherOf	ReportID5
0	40F	IsLowTempOf	ReportID5
0	50F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	durham
0	ReportID6	HasWeather	warm
0	ReportID6	HasLowTemp	90F
0	ReportID6	HasHighTemp	100F
0	ReportID6	HasDate	sunday
0	durham	IsLocationOf	ReportID6
0	warm	IsWeatherOf	ReportID6
0	90F	IsLowTempOf	ReportID6
0	100F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	exeter
1	ReportID7	HasWeather	rain
1	ReportID7	HasLowTemp	30F
1	ReportID7	HasHighTemp	50F
1	ReportID7	HasDate	monday
1	exeter	IsLocationOf	ReportID7
1	rain	IsWeatherOf	ReportID7
1	30F	IsLowTempOf	ReportID7
1	50F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	exeter
1	ReportID8	HasWeather	cloudy
1	ReportID8	HasLowTemp	90F
1	ReportID8	HasHighTemp	100F
1	ReportID8	HasDate	tuesday
1	exeter	IsLocationOf	ReportID8
1	cloudy	IsWeatherOf	ReportID8
1	90F	IsLowTempOf	ReportID8
1	100F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	exeter
1	ReportID9	HasWeather	clear skies
1	ReportID9	HasLowTemp	90F
1	ReportID9	HasHighTemp	100F
1	ReportID9	HasDate	wednesday
1	exeter	IsLocationOf	ReportID9
1	clear skies	IsWeatherOf	ReportID9
1	90F	IsLowTempOf	ReportID9
1	100F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	exeter
1	ReportID10	HasWeather	drizzle
1	ReportID10	HasLowTemp	30F
1	ReportID10	HasHighTemp	40F
1	ReportID10	HasDate	thursday
1	exeter	IsLocationOf	ReportID10
1	drizzle	IsWeatherOf	ReportID10
1	30F	IsLowTempOf	ReportID10
1	40F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	exeter
1	ReportID11	HasWeather	windy
1	ReportID11	HasLowTemp	30F
1	ReportID11	HasHighTemp	50F
1	ReportID11	HasDate	friday
1	exeter	IsLocationOf	ReportID11
1	windy	IsWeatherOf	ReportID11
1	30F	IsLowTempOf	ReportID11
1	50F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	exeter
1	ReportID12	HasWeather	blizzard
1	ReportID12	HasLowTemp	50F
1	ReportID12	HasHighTemp	60F
1	ReportID12	HasDate	saturday
1	exeter	IsLocationOf	ReportID12
1	blizzard	IsWeatherOf	ReportID12
1	50F	IsLowTempOf	ReportID12
1	60F	IsHighTempOf	ReportID12
1	saturday	IsDateOf	ReportID12
1	ReportID13	HasLocation	exeter
1	ReportID13	HasWeather	hail
1	ReportID13	HasLowTemp	50F
1	ReportID13	HasHighTemp	60F
1	ReportID13	HasDate	sunday
1	exeter	IsLocationOf	ReportID13
1	hail	IsWeatherOf	ReportID13
1	50F	IsLowTempOf	ReportID13
1	60F	IsHighTempOf	ReportID13
1	sunday	IsDateOf	ReportID13
2	ReportID14	HasLocation	seattle
2	ReportID14	HasWeather	windy
2	ReportID14	HasLowTemp	50F
2	ReportID14	HasHighTemp	70F
2	ReportID14	HasDate	monday
2	seattle	IsLocationOf	ReportID14
2	windy	IsWeatherOf	ReportID14
2	50F	IsLowTempOf	ReportID14
2	70F	IsHighTempOf	ReportID14
2	monday	IsDateOf	ReportID14
2	ReportID15	HasLocation	seattle
2	ReportID15	HasWeather	blizzard
2	ReportID15	HasLowTemp	30F
2	ReportID15	HasHighTemp	40F
2	ReportID15	HasDate	tuesday
2	seattle	IsLocationOf	ReportID15
2	blizzard	IsWeatherOf	ReportID15
2	30F	IsLowTempOf	ReportID15
2	40F	IsHighTempOf	ReportID15
2	tuesday	IsDateOf	ReportID15
