-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	seattle
0	ReportID0	HasWeather	snow
0	ReportID0	HasLowTemp	80F
0	ReportID0	HasHighTemp	90F
0	ReportID0	HasDate	monday
0	seattle	IsLocationOf	ReportID0
0	snow	IsWeatherOf	ReportID0
0	80F	IsLowTempOf	ReportID0
0	90F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	seattle
0	ReportID1	HasWeather	stormy
0	ReportID1	HasLowTemp	20F
0	ReportID1	HasHighTemp	30F
0	ReportID1	HasDate	tuesday
0	seattle	IsLocationOf	ReportID1
0	stormy	IsWeatherOf	ReportID1
0	20F	IsLowTempOf	ReportID1
0	30F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	seattle
0	ReportID2	HasWeather	rain
0	ReportID2	HasLowTemp	20F
0	ReportID2	HasHighTemp	30F
0	ReportID2	HasDate	wednesday
0	seattle	IsLocationOf	ReportID2
0	rain	IsWeatherOf	ReportID2
0	20F	IsLowTempOf	ReportID2
0	30F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	seattle
0	ReportID3	HasWeather	frost
0	ReportID3	HasLowTemp	30F
0	ReportID3	HasHighTemp	50F
0	ReportID3	HasDate	thursday
0	seattle	IsLocationOf	ReportID3
0	frost	IsWeatherOf	ReportID3
0	30F	IsLowTempOf	ReportID3
0	50F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	seattle
0	ReportID4	HasWeather	dew
0	ReportID4	HasLowTemp	90F
0	ReportID4	HasHighTemp	100F
0	ReportID4	HasDate	friday
0	seattle	IsLocationOf	ReportID4
0	dew	IsWeatherOf	ReportID4
0	90F	IsLowTempOf	ReportID4
0	100F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	seattle
0	ReportID5	HasWeather	clear skies
0	ReportID5	HasLowTemp	40F
0	ReportID5	HasHighTemp	60F
0	ReportID5	HasDate	saturday
0	seattle	IsLocationOf	ReportID5
0	clear skies	IsWeatherOf	ReportID5
0	40F	IsLowTempOf	ReportID5
0	60F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	seattle
0	ReportID6	HasWeather	drizzle
0	ReportID6	HasLowTemp	20F
0	ReportID6	HasHighTemp	40F
0	ReportID6	HasDate	sunday
0	seattle	IsLocationOf	ReportID6
0	drizzle	IsWeatherOf	ReportID6
0	20F	IsLowTempOf	ReportID6
0	40F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	los angeles
1	ReportID7	HasWeather	cloudy
1	ReportID7	HasLowTemp	80F
1	ReportID7	HasHighTemp	90F
1	ReportID7	HasDate	monday
1	los angeles	IsLocationOf	ReportID7
1	cloudy	IsWeatherOf	ReportID7
1	80F	IsLowTempOf	ReportID7
1	90F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	los angeles
1	ReportID8	HasWeather	dry
1	ReportID8	HasLowTemp	70F
1	ReportID8	HasHighTemp	90F
1	ReportID8	HasDate	tuesday
1	los angeles	IsLocationOf	ReportID8
1	dry	IsWeatherOf	ReportID8
1	70F	IsLowTempOf	ReportID8
1	90F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	los angeles
1	ReportID9	HasWeather	cloudy
1	ReportID9	HasLowTemp	70F
1	ReportID9	HasHighTemp	90F
1	ReportID9	HasDate	wednesday
1	los angeles	IsLocationOf	ReportID9
1	cloudy	IsWeatherOf	ReportID9
1	70F	IsLowTempOf	ReportID9
1	90F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	los angeles
1	ReportID10	HasWeather	rain
1	ReportID10	HasLowTemp	50F
1	ReportID10	HasHighTemp	70F
1	ReportID10	HasDate	thursday
1	los angeles	IsLocationOf	ReportID10
1	rain	IsWeatherOf	ReportID10
1	50F	IsLowTempOf	ReportID10
1	70F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	los angeles
1	ReportID11	HasWeather	cloudy
1	ReportID11	HasLowTemp	70F
1	ReportID11	HasHighTemp	90F
1	ReportID11	HasDate	friday
1	los angeles	IsLocationOf	ReportID11
1	cloudy	IsWeatherOf	ReportID11
1	70F	IsLowTempOf	ReportID11
1	90F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	los angeles
1	ReportID12	HasWeather	foggy
1	ReportID12	HasLowTemp	90F
