-1	today	IsEqualTo	monday
0	ReportID0	HasLocation	grand rapids
0	ReportID0	HasWeather	rain
0	ReportID0	HasLowTemp	40F
0	ReportID0	HasHighTemp	60F
0	ReportID0	HasDate	monday
0	grand rapids	IsLocationOf	ReportID0
0	rain	IsWeatherOf	ReportID0
0	40F	IsLowTempOf	ReportID0
0	60F	IsHighTempOf	ReportID0
0	monday	IsDateOf	ReportID0
0	ReportID1	HasLocation	grand rapids
0	ReportID1	HasWeather	windy
0	ReportID1	HasLowTemp	90F
0	ReportID1	HasHighTemp	100F
0	ReportID1	HasDate	tuesday
0	grand rapids	IsLocationOf	ReportID1
0	windy	IsWeatherOf	ReportID1
0	90F	IsLowTempOf	ReportID1
0	100F	IsHighTempOf	ReportID1
0	tuesday	IsDateOf	ReportID1
0	ReportID2	HasLocation	grand rapids
0	ReportID2	HasWeather	dry
0	ReportID2	HasLowTemp	80F
0	ReportID2	HasHighTemp	90F
0	ReportID2	HasDate	wednesday
0	grand rapids	IsLocationOf	ReportID2
0	dry	IsWeatherOf	ReportID2
0	80F	IsLowTempOf	ReportID2
0	90F	IsHighTempOf	ReportID2
0	wednesday	IsDateOf	ReportID2
0	ReportID3	HasLocation	grand rapids
0	ReportID3	HasWeather	hail
0	ReportID3	HasLowTemp	90F
0	ReportID3	HasHighTemp	100F
0	ReportID3	HasDate	thursday
0	grand rapids	IsLocationOf	ReportID3
0	hail	IsWeatherOf	ReportID3
0	90F	IsLowTempOf	ReportID3
0	100F	IsHighTempOf	ReportID3
0	thursday	IsDateOf	ReportID3
0	ReportID4	HasLocation	grand rapids
0	ReportID4	HasWeather	drizzle
0	ReportID4	HasLowTemp	70F
0	ReportID4	HasHighTemp	90F
0	ReportID4	HasDate	friday
0	grand rapids	IsLocationOf	ReportID4
0	drizzle	IsWeatherOf	ReportID4
0	70F	IsLowTempOf	ReportID4
0	90F	IsHighTempOf	ReportID4
0	friday	IsDateOf	ReportID4
0	ReportID5	HasLocation	grand rapids
0	ReportID5	HasWeather	windy
0	ReportID5	HasLowTemp	50F
0	ReportID5	HasHighTemp	70F
0	ReportID5	HasDate	saturday
0	grand rapids	IsLocationOf	ReportID5
0	windy	IsWeatherOf	ReportID5
0	50F	IsLowTempOf	ReportID5
0	70F	IsHighTempOf	ReportID5
0	saturday	IsDateOf	ReportID5
0	ReportID6	HasLocation	grand rapids
0	ReportID6	HasWeather	overcast
0	ReportID6	HasLowTemp	90F
0	ReportID6	HasHighTemp	100F
0	ReportID6	HasDate	sunday
0	grand rapids	IsLocationOf	ReportID6
0	overcast	IsWeatherOf	ReportID6
0	90F	IsLowTempOf	ReportID6
0	100F	IsHighTempOf	ReportID6
0	sunday	IsDateOf	ReportID6
1	ReportID7	HasLocation	menlo park
1	ReportID7	HasWeather	cloudy
1	ReportID7	HasLowTemp	60F
1	ReportID7	HasHighTemp	80F
1	ReportID7	HasDate	monday
1	menlo park	IsLocationOf	ReportID7
1	cloudy	IsWeatherOf	ReportID7
1	60F	IsLowTempOf	ReportID7
1	80F	IsHighTempOf	ReportID7
1	monday	IsDateOf	ReportID7
1	ReportID8	HasLocation	menlo park
1	ReportID8	HasWeather	overcast
1	ReportID8	HasLowTemp	90F
1	ReportID8	HasHighTemp	100F
1	ReportID8	HasDate	tuesday
1	menlo park	IsLocationOf	ReportID8
1	overcast	IsWeatherOf	ReportID8
1	90F	IsLowTempOf	ReportID8
1	100F	IsHighTempOf	ReportID8
1	tuesday	IsDateOf	ReportID8
1	ReportID9	HasLocation	menlo park
1	ReportID9	HasWeather	hail
1	ReportID9	HasLowTemp	60F
1	ReportID9	HasHighTemp	80F
1	ReportID9	HasDate	wednesday
1	menlo park	IsLocationOf	ReportID9
1	hail	IsWeatherOf	ReportID9
1	60F	IsLowTempOf	ReportID9
1	80F	IsHighTempOf	ReportID9
1	wednesday	IsDateOf	ReportID9
1	ReportID10	HasLocation	menlo park
1	ReportID10	HasWeather	drizzle
1	ReportID10	HasLowTemp	80F
1	ReportID10	HasHighTemp	100F
1	ReportID10	HasDate	thursday
1	menlo park	IsLocationOf	ReportID10
1	drizzle	IsWeatherOf	ReportID10
1	80F	IsLowTempOf	ReportID10
1	100F	IsHighTempOf	ReportID10
1	thursday	IsDateOf	ReportID10
1	ReportID11	HasLocation	menlo park
1	ReportID11	HasWeather	stormy
1	ReportID11	HasLowTemp	20F
1	ReportID11	HasHighTemp	40F
1	ReportID11	HasDate	friday
1	menlo park	IsLocationOf	ReportID11
1	stormy	IsWeatherOf	ReportID11
1	20F	IsLowTempOf	ReportID11
1	40F	IsHighTempOf	ReportID11
1	friday	IsDateOf	ReportID11
1	ReportID12	HasLocation	menlo park
1	ReportID12	HasWeather	stormy
1	ReportID12	HasLowTemp	70F
1	ReportID12	HasHighTemp	80F
1	ReportID12	HasDate	saturday
1	menlo park	IsLocationOf	ReportID12
1	stormy	IsWeatherOf	ReportID12
1	70F	IsLowTempOf	ReportID12
1	80F	IsHighTempOf	ReportID12
1	saturday	IsDateOf	ReportID12
1	ReportID13	HasLocation	menlo park
1	ReportID13	HasWeather	overcast
1	ReportID13	HasLowTemp	90F
1	ReportID13	HasHighTemp	100F
1	ReportID13	HasDate	sunday
1	menlo park	IsLocationOf	ReportID13
1	overcast	IsWeatherOf	ReportID13
1	90F	IsLowTempOf	ReportID13
1	100F	IsHighTempOf	ReportID13
1	sunday	IsDateOf	ReportID13
2	ReportID14	HasLocation	camarillo
2	ReportID14	HasWeather	foggy
2	ReportID14	HasLowTemp	30F
2	ReportID14	HasHighTemp	50F
2	ReportID14	HasDate	monday
2	camarillo	IsLocationOf	ReportID14
2	foggy	IsWeatherOf	ReportID14
2	30F	IsLowTempOf	ReportID14
2	50F	IsHighTempOf	ReportID14
2	monday	IsDateOf	ReportID14
2	ReportID15	HasLocation	camarillo
2	ReportID15	HasWeather	foggy
2	ReportID15	HasLowTemp	80F
2	ReportID15	HasHighTemp	100F
2	ReportID15	HasDate	tuesday
2	camarillo	IsLocationOf	ReportID15
2	foggy	IsWeatherOf	ReportID15
2	80F	IsLowTempOf	ReportID15
2	100F	IsHighTempOf	ReportID15
2	tuesday	IsDateOf	ReportID15
2	ReportID16	HasLocation	camarillo
2	ReportID16	HasWeather	dry
2	ReportID16	HasLowTemp	90F
2	ReportID16	HasHighTemp	100F
2	ReportID16	HasDate	wednesday
2	camarillo	IsLocationOf	ReportID16
2	dry	IsWeatherOf	ReportID16
2	90F	IsLowTempOf	ReportID16
2	100F	IsHighTempOf	ReportID16
2	wednesday	IsDateOf	ReportID16
2	ReportID17	HasLocation	camarillo
2	ReportID17	HasWeather	cloudy
2	ReportID17	HasLowTemp	70F
2	ReportID17	HasHighTemp	90F
2	ReportID17	HasDate	thursday
2	camarillo	IsLocationOf	ReportID17
2	cloudy	IsWeatherOf	ReportID17
2	70F	IsLowTempOf	ReportID17
2	90F	IsHighTempOf	ReportID17
2	thursday	IsDateOf	ReportID17
2	ReportID18	HasLocation	camarillo
2	ReportID18	HasWeather	stormy
2	ReportID18	HasLowTemp	20F
2	ReportID18	HasHighTemp	30F
2	ReportID18	HasDate	friday
2	camarillo	IsLocationOf	ReportID18
2	stormy	IsWeatherOf	ReportID18
2	20F	IsLowTempOf	ReportID18
2	30F	IsHighTempOf	ReportID18
2	friday	IsDateOf	ReportID18
2	ReportID19	HasLocation	camarillo
2	ReportID19	HasWeather	dry
2	ReportID19	HasLowTemp	60F
2	ReportID19	HasHighTemp	80F
2	ReportID19	HasDate	saturday
2	camarillo	IsLocationOf	ReportID19
2	dry	IsWeatherOf	ReportID19
2	60F	IsLowTempOf	ReportID19
2	80F	IsHighTempOf	ReportID19
2	saturday	IsDateOf	ReportID19
2	ReportID20	HasLocation	camarillo
2	ReportID20	HasWeather	clear skies
2	ReportID20	HasLowTemp	60F
2	ReportID20	HasHighTemp	80F
2	ReportID20	HasDate	sunday
2	camarillo	IsLocationOf	ReportID20
2	clear skies	IsWeatherOf	ReportID20
2	60F	IsLowTempOf	ReportID20
2	80F	IsHighTempOf	ReportID20
2	sunday	IsDateOf	ReportID20
3	ReportID21	HasLocation	san jose
3	ReportID21	HasWeather	overcast
3	ReportID21	HasLowTemp	30F
3	ReportID21	HasHighTemp	40F
3	ReportID21	HasDate	monday
3	san jose	IsLocationOf	ReportID21
3	overcast	IsWeatherOf	ReportID21
3	30F	IsLowTempOf	ReportID21
3	40F	IsHighTempOf	ReportID21
3	monday	IsDateOf	ReportID21
3	ReportID22	HasLocation	san jose
